total_amount
14.75
10.3
14.0
11.8
25.74
23.81
24.96
12.0
14.16
14.8
12.36
9.68
13.3
39.8
42.06
24.8
10.8
21.96
20.76
10.8
11.76
17.88
24.96
8.76
12.36
13.3
8.3
15.36
21.96
15.3
14.76
10.3
10.3
20.13
14.75
12.95
7.8
23.5
12.36
10.3
16.64
17.8
10.3
21.36
8.16
12.09
20.8
20.3
63.31
19.12
19.12
31.3
33.66
23.16
11.98
17.88
8.8
6.8
12.3
13.56
18.8
31.8
85.02
19.3
10.3
10.56
35.16
9.36
22.8
12.95
17.75
11.8
21.3
11.8
38.3
14.16
13.5
15.8
18.3
17.76
11.16
23.35
20.8
49.2
17.76
25.56
40.65
13.8
11.8
9.3
17.88
15.8
7.25
22.8
15.36
14.76
18.35
16.8
13.56
7.8
16.62
11.76
20.8
63.6
19.3
22.56
10.8
17.3
8.3
19.56
13.3
12.35
14.75
8.3
20.0
7.3
16.0
9.96
15.96
15.36
17.16
23.3
14.04
30.96
21.62
10.3
14.14
25.07
12.96
16.56
12.3
14.8
9.3
8.97
12.8
11.16
22.56
16.56
35.05
15.95
10.1
7.85
21.3
14.0
10.3
13.3
12.96
18.59
11.3
10.12
21.95
22.8
19.75
14.3
12.3
20.16
11.76
7.8
28.56
16.56
12.74
10.8
22.88
21.36
23.76
21.8
15.87
31.8
18.8
12.8
15.95
12.8
22.56
34.85
13.3
24.3
13.56
20.38
10.56
19.75
10.8
9.96
27.35
15.36
53.88
20.16
27.8
25.8
17.8
9.96
12.09
10.8
6.8
16.55
29.3
21.3
13.57
28.55
20.8
8.75
12.3
16.56
11.16
12.3
47.55
75.87
15.96
14.14
17.76
14.3
20.3
8.16
10.38
9.8
12.8
15.8
11.62
12.88
17.88
12.3
9.8
14.16
11.76
9.8
46.02
15.38
12.98
19.12
14.15
9.95
13.3
10.56
13.55
16.56
11.5
50.37
14.1
12.35
17.02
11.62
24.36
22.56
23.8
60.6
43.35
13.8
8.3
10.3
17.76
38.05
16.8
10.55
37.56
11.15
10.55
14.8
16.64
34.19
26.76
10.38
13.56
13.56
27.04
12.3
20.15
44.1
25.55
15.8
55.55
14.3
13.3
9.3
15.96
13.8
11.76
15.36
12.8
27.36
15.8
18.36
18.3
24.36
20.8
24.3
14.8
30.36
20.76
11.8
32.16
14.69
17.76
9.3
13.8
11.76
17.3
21.59
18.96
33.35
22.8
9.36
24.36
4.8
10.3
16.56
29.16
62.55
15.95
15.3
11.3
21.35
14.8
11.76
29.76
12.96
18.59
33.49
17.15
11.75
35.8
11.8
17.8
11.75
14.76
16.45
12.96
36.35
9.8
18.3
7.8
33.55
37.01
9.36
20.16
32.16
15.96
75.7
12.35
9.95
11.75
24.96
17.25
16.0
12.96
9.96
19.3
11.47
12.3
20.76
10.3
10.56
14.16
36.3
12.88
16.3
13.56
14.69
13.8
26.16
15.96
10.05
15.36
18.36
8.8
12.8
13.3
19.24
16.0
11.8
29.75
22.8
13.55
24.35
12.3
12.85
11.8
9.96
12.36
15.3
12.96
10.56
15.3
16.56
26.75
7.8
14.8
19.56
53.55
25.3
9.8
15.3
22.3
19.3
20.3
14.15
34.55
34.13
16.3
18.36
27.05
30.94
32.8
12.3
23.5
12.25
15.87
7.8
10.3
43.29
12.3
19.3
16.56
11.3
9.8
10.14
14.34
29.16
16.62
21.0
29.55
12.35
9.3
11.76
22.8
46.0
13.5
9.96
19.8
11.76
21.96
11.84
12.05
11.4
17.75
32.15
19.3
10.38
32.35
33.6
24.13
7.89
15.96
11.16
20.76
3.8
13.8
22.3
14.8
29.12
48.72
8.15
10.8
10.56
13.3
75.7
21.36
8.3
11.62
15.8
19.55
14.76
11.8
29.8
10.3
19.1
8.8
29.75
17.25
5.8
43.42
14.16
13.3
16.3
33.42
13.35
14.3
17.75
10.56
12.88
21.84
27.96
11.8
18.96
13.8
14.0
26.15
24.96
9.3
17.76
14.16
11.8
18.36
22.56
9.36
14.13
36.3
14.12
20.76
13.56
16.3
8.3
11.76
19.56
16.56
12.96
8.76
11.63
16.3
23.16
23.75
14.75
20.8
7.8
19.8
17.8
18.3
8.84
26.8
11.8
11.8
29.8
34.12
93.1
26.62
18.36
29.55
11.44
14.3
27.36
15.34
21.3
15.05
18.96
15.36
8.3
12.8
12.36
9.96
12.36
12.74
27.96
14.76
13.56
16.3
14.76
33.3
21.36
24.96
10.56
13.8
7.8
13.8
12.98
18.8
30.35
10.56
14.8
9.8
17.3
27.3
11.8
15.36
32.76
14.16
16.56
14.04
36.05
8.8
15.8
29.3
23.8
14.72
18.5
24.8
23.8
49.44
15.8
14.69
14.76
11.3
19.75
10.56
39.96
11.27
11.76
14.16
13.5
13.57
22.3
15.96
20.38
23.16
18.96
13.56
12.88
12.74
7.8
11.6
13.5
18.95
14.8
11.76
22.8
20.0
9.36
19.56
18.59
39.55
9.75
11.76
14.16
9.3
13.8
16.8
9.8
23.3
12.96
13.39
14.8
16.56
21.3
17.3
18.96
10.38
12.36
60.42
26.76
11.16
8.3
18.8
23.16
10.8
20.54
20.3
26.3
24.96
14.12
14.76
6.95
25.55
20.3
14.16
14.8
10.8
16.4
11.84
27.0
18.96
18.96
21.96
16.3
16.6
26.62
13.56
12.36
9.96
17.16
10.79
34.56
10.8
29.76
11.16
27.25
82.55
10.56
12.8
11.3
12.8
12.3
22.3
12.25
19.56
16.8
35.35
11.0
27.3
9.96
12.36
11.34
16.6
11.8
26.15
17.76
15.34
10.56
15.8
26.76
12.36
12.36
14.8
16.8
12.36
11.3
8.3
14.12
8.3
22.56
12.74
22.49
16.3
14.76
10.56
17.76
8.3
17.3
29.76
40.4
10.56
24.96
16.6
12.8
22.8
15.96
9.3
12.35
9.35
12.95
28.8
11.16
12.88
16.56
16.3
19.44
23.76
44.0
17.3
34.3
18.8
20.15
18.35
25.8
11.56
15.18
9.12
26.0
14.0
29.1
15.96
11.15
13.3
16.55
27.36
7.8
7.8
14.16
10.5
16.56
36.8
11.62
14.06
16.8
18.59
24.3
12.36
12.8
25.64
18.96
14.3
17.88
14.3
65.05
9.96
11.76
61.55
11.0
23.16
34.56
31.8
9.3
17.25
17.15
28.56
18.3
13.3
53.45
16.8
19.8
9.8
18.6
17.8
10.56
38.74
18.96
27.36
14.8
11.3
26.16
13.8
9.8
14.76
42.05
17.8
8.8
12.36
16.0
17.29
14.15
13.8
14.15
8.8
11.62
17.8
21.96
40.62
13.3
17.3
14.16
10.8
23.92
9.8
28.5
18.8
12.42
12.74
10.56
9.96
11.8
17.8
18.3
9.8
21.3
13.8
15.36
12.8
30.96
11.76
21.96
26.55
40.55
12.3
14.16
23.14
24.8
11.62
13.56
24.1
39.95
15.3
16.3
18.3
20.38
15.36
12.8
19.56
11.3
13.55
32.3
21.96
15.8
11.3
9.96
19.8
19.8
15.8
27.96
20.3
14.16
8.3
21.96
12.3
15.8
21.35
11.3
13.8
21.3
71.81
24.95
12.95
14.3
27.85
13.3
11.76
48.8
13.33
15.8
22.56
28.56
19.9
29.3
9.3
15.99
9.8
12.96
10.3
25.8
16.0
20.8
10.8
24.32
15.3
29.55
21.3
15.1
35.8
9.8
10.8
18.95
32.8
10.3
9.75
16.3
10.3
11.16
12.09
14.69
20.16
21.0
14.75
13.5
13.39
13.5
19.75
13.39
10.79
19.3
9.3
25.3
14.05
9.8
14.69
12.96
9.75
15.73
14.13
25.56
63.65
9.8
71.05
14.15
24.4
36.14
11.16
25.7
14.12
23.76
13.3
12.15
14.16
22.3
18.35
14.1
152.21
48.35
15.3
9.96
8.3
9.96
18.8
23.3
11.8
58.92
14.76
24.8
22.25
24.3
10.56
11.3
13.5
12.3
13.56
12.96
7.8
21.3
19.55
24.8
12.96
15.0
23.16
13.8
16.0
24.45
15.95
50.16
33.3
11.8
40.61
11.3
12.35
22.8
33.3
14.16
14.13
12.25
14.3
10.56
49.19
14.8
15.8
11.3
12.3
101.3
27.36
26.39
21.96
15.3
17.88
50.0
66.05
79.37
8.3
8.8
10.55
8.75
27.49
23.16
19.24
9.3
14.76
17.16
12.36
26.39
19.58
15.35
17.3
19.56
15.96
12.09
13.3
11.27
14.15
13.55
11.3
8.8
22.56
10.8
78.85
12.25
24.36
19.56
43.8
8.8
21.36
11.8
10.56
20.76
21.35
35.8
45.05
12.95
18.8
25.56
10.55
10.75
18.8
10.8
12.35
19.3
11.76
10.8
13.56
22.88
20.16
16.8
17.16
12.25
23.76
15.18
18.3
11.76
44.16
14.16
9.96
16.8
25.3
12.96
11.76
13.56
44.76
9.75
23.76
10.8
7.8
9.36
14.3
20.16
9.96
12.96
17.16
11.76
27.96
12.96
23.16
9.3
11.62
10.8
15.96
9.36
21.0
52.55
14.8
22.3
15.8
23.76
14.75
32.97
84.55
30.36
18.96
8.8
69.75
58.1
10.05
24.3
20.79
30.0
17.88
33.5
11.3
8.8
25.56
11.88
27.8
20.8
14.3
13.3
15.96
12.8
23.16
11.76
20.8
17.8
25.3
11.16
13.3
9.36
21.96
12.36
17.25
21.96
36.8
9.3
14.16
14.75
26.3
10.8
8.8
10.14
10.8
35.16
40.26
19.05
23.16
25.8
12.3
24.36
11.0
11.76
22.56
13.3
14.8
12.3
16.56
27.3
10.1
25.55
17.16
21.8
18.36
12.3
15.96
16.56
17.76
15.38
18.3
11.8
11.4
9.8
16.0
22.56
19.56
13.8
20.3
15.38
46.56
10.3
25.72
16.0
13.3
13.0
12.36
8.3
36.96
18.59
30.35
30.0
14.3
10.56
12.3
6.8
12.8
10.3
20.8
20.15
10.55
13.55
14.8
13.5
26.3
29.35
32.89
34.3
75.7
12.8
28.3
19.13
11.8
8.75
15.3
11.16
12.35
20.8
16.8
17.88
14.76
11.16
15.96
7.8
20.16
18.5
15.8
12.36
16.8
17.8
12.25
11.8
14.75
18.3
30.96
20.3
20.35
16.87
25.7
11.8
12.96
18.3
11.3
8.3
10.8
11.75
11.0
13.39
18.96
26.16
18.96
16.56
19.56
21.8
19.58
24.36
12.36
14.8
22.3
20.76
147.1
9.8
8.8
11.16
14.65
21.0
31.0
19.56
12.96
15.3
25.56
13.3
53.8
14.1
9.3
93.12
11.76
15.36
11.62
21.3
11.16
20.75
23.75
22.3
24.96
17.15
12.3
18.36
10.56
39.3
15.36
10.8
16.28
13.56
9.8
23.3
15.36
20.16
11.76
15.99
11.8
30.94
10.3
12.35
12.35
11.27
9.8
20.76
7.3
13.3
17.76
14.75
24.3
9.8
14.3
14.76
9.8
10.3
11.3
16.55
13.56
24.8
12.3
15.3
11.76
16.64
9.8
19.24
29.8
11.8
20.8
15.3
27.25
27.69
17.3
22.55
13.55
19.55
34.3
14.76
12.3
12.8
19.8
21.3
17.3
9.8
28.56
12.36
30.42
20.05
12.25
16.56
19.8
10.35
12.42
13.55
9.39
11.76
18.36
25.3
27.36
27.3
13.8
11.3
10.8
35.85
44.05
18.96
29.16
15.8
17.76
18.48
12.3
14.76
11.8
38.8
13.56
18.3
38.74
9.96
16.3
21.96
14.16
21.8
26.8
33.8
9.96
15.36
22.56
18.8
10.78
15.8
21.3
11.76
13.3
26.16
10.55
20.91
13.56
12.3
19.3
36.36
9.3
9.35
33.5
17.9
19.3
14.76
20.5
17.9
31.56
8.8
11.76
20.76
14.3
12.09
17.76
9.36
11.8
19.3
14.0
9.8
11.8
18.36
22.56
15.99
32.85
25.56
18.3
22.56
14.16
22.3
23.34
9.96
11.16
18.96
13.56
25.35
18.3
24.96
27.36
14.8
12.96
30.36
27.3
17.88
14.8
7.3
10.3
20.15
15.3
38.05
12.0
22.25
11.16
11.62
12.96
13.3
20.8
24.8
13.56
18.96
23.0
11.27
23.3
31.8
51.62
33.3
9.75
15.8
75.7
18.8
21.3
23.75
6.95
36.1
14.8
12.96
9.3
13.8
10.78
14.8
18.8
38.76
24.36
12.25
19.56
15.8
9.3
12.35
12.35
18.3
15.55
10.3
19.55
13.8
9.96
71.31
26.3
21.0
20.3
9.36
18.96
9.3
11.62
17.76
32.16
13.3
26.16
27.25
37.8
10.42
20.38
12.96
30.8
37.55
29.75
35.3
13.56
13.3
11.44
16.56
14.72
11.8
9.96
11.8
9.3
20.76
17.76
24.36
10.38
10.56
13.56
13.8
19.12
26.76
17.3
11.76
14.13
19.8
12.3
21.8
11.62
12.8
44.05
9.3
18.95
30.95
50.35
18.96
13.8
14.3
13.3
29.76
11.8
19.55
17.76
12.36
25.56
12.36
42.8
18.36
11.8
10.3
8.3
9.68
10.3
9.3
18.36
11.3
21.36
51.05
10.3
16.8
12.85
28.3
11.0
30.96
40.86
14.3
19.3
13.56
13.3
15.36
14.76
17.76
18.36
15.3
20.8
19.3
17.25
11.15
30.8
30.41
13.39
23.3
20.8
26.3
75.7
20.8
20.3
7.8
10.3
33.95
10.8
17.76
11.76
30.8
14.3
13.8
32.55
14.76
8.3
19.24
9.13
9.3
26.76
41.52
10.3
20.16
12.09
16.8
40.55
17.76
38.8
20.15
15.8
28.8
7.3
18.38
16.56
9.36
11.3
9.3
13.56
10.8
19.8
14.76
13.3
15.3
11.15
15.95
10.8
14.8
14.15
18.75
18.8
9.3
8.8
15.8
14.16
9.36
23.16
15.36
16.56
16.3
14.16
25.13
16.0
9.8
36.62
9.8
33.8
6.8
8.8
12.36
20.8
10.38
12.3
9.3
8.8
18.3
11.76
16.0
36.36
10.56
28.3
12.3
9.8
12.35
14.3
12.3
21.8
16.0
16.8
26.8
12.8
16.8
31.56
16.0
12.88
17.16
11.76
11.8
18.8
12.8
8.3
16.8
25.7
8.8
16.55
12.95
18.95
21.8
35.8
11.76
22.56
12.96
9.8
11.76
14.75
15.8
8.3
10.8
8.3
12.96
15.96
10.3
16.56
25.8
17.3
21.35
29.75
22.8
15.55
8.76
12.96
18.36
13.3
21.96
16.0
41.22
10.38
73.02
17.16
10.35
13.3
12.8
22.8
35.49
29.75
13.39
16.56
19.05
23.14
13.56
23.76
45.36
13.3
11.76
13.56
33.36
28.8
21.0
17.8
16.3
12.8
18.96
16.3
14.75
11.3
9.9
36.3
17.76
21.8
17.75
11.75
14.3
7.8
8.8
18.5
16.8
14.16
9.49
14.16
13.8
15.96
18.96
37.8
17.16
9.54
8.8
17.76
15.96
28.3
23.8
8.76
15.8
36.8
8.58
20.16
21.8
20.55
62.35
21.8
9.95
12.8
11.0
12.96
26.8
12.3
11.8
25.8
12.35
10.55
25.09
29.3
20.54
20.3
24.8
15.96
22.56
16.56
11.8
17.88
10.56
13.56
9.3
16.56
20.76
8.76
9.36
10.3
18.8
14.76
16.3
12.3
8.8
13.56
23.3
17.16
18.74
7.8
25.56
11.8
10.8
16.56
31.8
11.16
11.3
13.55
37.8
11.76
25.02
17.8
19.56
23.76
8.3
11.8
15.3
14.3
23.76
11.84
15.8
12.96
27.96
16.8
45.6
10.3
9.8
13.3
28.3
32.25
12.8
12.1
23.98
22.49
23.6
22.56
14.76
11.8
17.76
33.8
11.8
23.8
13.56
12.98
21.36
15.96
14.16
17.85
21.05
18.3
14.76
23.76
15.36
18.36
15.8
39.8
23.15
15.35
12.96
20.16
8.8
17.76
29.75
14.3
51.62
15.95
15.3
21.35
14.15
9.35
9.95
6.35
10.56
28.34
10.56
14.3
9.3
12.96
47.85
15.8
12.96
20.76
12.74
15.8
14.76
17.94
13.56
11.16
20.76
36.05
11.8
31.06
12.3
12.42
20.16
12.8
18.74
21.3
13.8
13.3
30.8
18.8
13.8
9.8
8.3
11.02
16.6
19.56
14.8
32.16
13.56
14.63
18.35
18.8
10.3
39.8
30.8
12.95
16.3
30.8
11.8
12.95
21.85
32.24
13.8
21.96
25.56
15.3
21.96
21.95
40.1
32.26
15.96
21.96
19.56
12.96
15.34
21.96
33.96
22.8
12.74
16.8
6.0
19.3
27.36
12.96
23.3
26.3
12.25
12.3
7.8
14.76
26.76
16.8
9.96
14.8
19.32
13.35
13.8
13.3
16.6
20.15
10.8
17.8
21.95
13.3
13.8
14.04
25.56
12.96
10.56
15.36
10.41
16.02
13.56
17.8
26.39
10.56
28.8
27.36
13.56
13.5
63.1
19.3
11.76
17.8
10.55
18.55
37.05
23.3
13.55
15.35
24.95
11.0
11.15
13.35
20.5
9.3
9.8
29.8
25.56
15.36
12.95
14.3
9.49
16.8
9.3
27.25
11.84
10.56
14.76
13.3
27.8
10.3
26.15
30.38
20.3
21.59
10.56
19.75
25.38
10.3
13.55
18.36
14.75
20.75
13.8
15.36
76.98
19.24
10.79
19.3
11.76
23.16
14.16
12.96
19.75
17.8
12.88
17.76
14.3
17.3
12.36
15.36
9.96
14.76
20.8
7.3
24.36
10.56
23.76
16.8
38.8
13.56
27.96
6.95
12.36
10.3
29.75
20.76
16.56
7.8
9.96
16.3
20.76
29.76
51.96
35.82
12.35
10.23
26.3
10.8
14.0
13.55
17.15
13.1
72.3
29.67
32.75
18.8
15.35
24.95
14.8
30.55
11.76
12.3
25.74
9.75
19.8
20.16
72.72
22.3
52.13
9.8
14.16
23.3
16.56
26.76
30.3
18.8
12.36
14.16
11.16
77.46
12.35
17.25
14.75
17.25
29.64
12.25
10.38
11.3
24.36
11.16
14.16
10.56
19.85
13.5
27.3
13.56
28.3
15.8
11.76
38.05
47.87
16.8
27.25
16.56
17.16
14.16
17.3
17.16
22.05
10.56
11.62
9.8
13.3
14.69
31.3
23.3
17.15
15.3
14.8
37.56
43.82
15.96
24.96
17.76
14.76
25.63
21.84
15.36
11.76
15.96
18.8
73.86
20.16
24.02
12.3
10.38
15.36
24.75
15.34
18.36
13.5
16.56
15.36
21.36
11.3
15.96
26.39
29.76
20.16
17.76
10.8
12.3
11.8
27.95
33.8
14.75
14.76
25.56
13.56
17.16
11.76
13.39
19.8
39.96
29.85
15.8
10.3
8.8
7.8
16.56
18.17
26.3
8.3
24.96
18.3
10.8
16.3
18.96
9.8
26.0
20.3
22.8
53.0
29.55
22.8
14.3
27.3
10.56
15.96
25.56
18.36
24.75
11.6
11.8
21.95
20.75
9.3
10.7
21.62
11.16
14.3
15.36
21.3
9.3
19.75
29.75
15.36
13.56
34.5
16.6
53.0
11.16
12.36
13.56
16.8
9.36
60.6
14.76
14.16
22.49
30.38
38.75
10.55
12.55
14.16
20.75
10.8
12.96
21.23
21.0
14.3
21.84
17.88
18.36
11.16
12.09
18.96
21.3
22.56
16.3
19.3
18.36
10.38
15.36
14.3
18.3
16.56
17.16
16.56
17.16
20.76
69.6
22.85
12.3
28.8
17.76
10.8
17.8
11.75
10.8
11.75
12.7
16.3
21.3
17.8
52.62
11.76
11.62
14.76
12.3
8.3
15.99
18.3
23.76
10.8
15.8
41.69
65.52
27.69
14.3
9.96
21.96
9.95
15.35
21.96
39.55
15.8
19.2
11.3
17.3
14.76
13.55
8.3
14.76
26.3
22.88
15.36
9.3
11.3
13.3
31.56
28.55
12.95
18.3
12.8
9.36
18.59
11.8
19.8
27.8
14.16
24.75
12.25
14.16
12.3
25.56
14.16
35.55
16.62
18.36
25.3
27.41
11.3
9.96
10.8
15.34
17.16
11.8
20.3
26.8
18.36
26.8
18.59
10.56
22.45
13.3
20.76
26.0
19.8
29.05
11.75
14.8
23.3
45.75
20.8
26.76
48.88
10.3
45.65
11.76
21.8
18.96
24.96
33.36
20.16
17.8
12.96
17.16
24.3
28.56
18.5
23.8
22.3
12.36
11.27
20.15
15.36
36.95
12.3
20.3
8.3
17.76
14.3
15.96
18.8
15.96
12.25
32.76
10.8
16.8
10.3
10.56
10.56
16.56
20.16
15.3
12.68
29.75
12.3
14.3
18.3
29.76
13.56
17.16
22.25
14.3
15.95
26.76
12.96
35.76
12.36
15.8
24.36
11.8
21.3
17.8
14.13
20.76
24.44
47.8
34.8
9.8
9.96
16.3
19.56
14.76
21.63
29.13
46.55
22.49
34.13
20.16
10.56
17.8
24.3
18.74
14.12
17.3
8.55
53.05
46.3
31.94
44.9
13.56
14.3
12.43
14.3
12.96
11.62
16.3
8.3
29.75
23.75
63.05
19.8
10.3
24.96
21.3
17.16
12.3
14.76
20.16
71.62
12.96
10.56
27.36
18.3
18.64
18.3
25.74
26.0
26.55
48.13
25.3
39.0
17.94
10.56
20.38
21.96
9.3
19.3
18.8
17.75
24.36
24.96
9.8
15.95
35.3
16.56
25.8
20.16
15.8
13.5
11.76
20.76
16.56
12.3
7.8
12.88
15.54
27.36
18.36
19.13
9.96
25.8
10.3
16.56
8.16
11.76
14.16
22.56
15.3
15.35
17.75
10.75
9.54
22.56
23.8
9.8
23.8
13.56
9.96
23.3
19.3
7.55
17.75
15.95
31.0
11.16
23.76
13.8
44.85
17.75
13.5
15.3
29.8
17.8
22.8
26.0
12.36
9.8
15.3
16.8
25.56
20.16
10.3
15.95
12.95
18.3
23.0
17.76
11.76
27.36
17.16
8.3
9.3
10.78
14.76
11.8
19.24
8.3
9.8
9.3
17.76
12.96
20.55
17.8
17.05
10.3
18.3
22.3
10.89
45.3
10.3
20.16
21.36
12.8
12.05
15.96
8.8
8.8
16.3
24.96
11.0
7.8
13.33
9.95
9.3
10.3
26.75
12.3
7.8
29.2
29.16
27.96
23.76
39.85
23.15
21.15
17.76
10.3
23.16
23.43
25.56
22.8
43.61
12.3
20.38
28.56
11.16
14.76
15.95
32.16
24.53
18.96
7.8
19.2
11.8
16.55
52.85
69.55
20.3
33.8
16.8
47.94
12.09
12.88
18.36
12.74
23.3
32.76
9.8
8.8
31.56
15.36
18.96
14.69
14.6
15.36
21.84
33.96
35.16
18.3
12.8
12.95
17.3
15.34
16.64
18.5
12.8
15.96
12.3
17.76
13.23
13.3
16.0
13.0
27.0
24.8
14.65
21.36
10.8
13.56
22.8
22.3
20.8
10.56
9.54
9.36
32.3
12.8
28.56
12.3
11.76
19.3
11.3
15.0
15.35
44.12
15.35
27.35
16.0
18.36
11.8
20.41
11.16
13.5
14.8
33.95
12.3
25.3
11.3
20.76
24.96
10.56
27.36
13.56
8.3
17.3
17.3
10.8
23.76
34.8
17.76
12.36
33.96
27.36
40.56
51.6
30.9
14.76
12.36
9.36
11.76
12.36
7.3
14.8
14.16
20.38
36.0
12.88
31.3
22.8
11.8
20.15
20.75
15.36
18.96
14.76
14.16
30.94
31.59
11.1
30.29
15.35
13.3
16.56
20.3
6.96
12.3
26.3
7.54
16.8
17.8
29.26
19.1
12.8
26.05
11.15
10.55
10.75
17.8
12.95
14.16
33.96
12.36
21.36
15.8
21.84
12.3
12.8
15.96
14.8
16.63
23.55
13.56
9.8
12.85
22.3
14.16
34.8
9.96
12.43
11.16
19.13
29.76
15.36
17.8
14.69
13.56
16.0
9.49
10.56
10.38
14.3
33.8
16.8
13.56
51.41
16.0
7.3
11.76
10.38
10.8
10.8
8.3
10.8
17.15
16.8
10.14
33.96
14.16
43.85
14.69
28.5
8.58
17.25
23.3
22.2
26.39
13.56
24.96
18.05
12.95
16.8
12.95
9.3
18.3
48.85
15.36
11.3
9.36
35.16
11.8
21.3
14.5
18.0
23.16
28.3
8.58
24.3
21.3
14.15
17.45
9.8
15.87
15.36
6.8
31.56
11.16
52.88
11.76
10.3
12.8
18.35
14.15
45.36
21.3
12.36
18.8
14.76
11.16
11.88
55.38
81.05
14.3
13.3
17.76
18.8
32.75
14.8
60.05
26.16
23.8
20.15
24.44
16.8
9.8
12.3
27.88
27.0
14.3
27.8
32.2
18.95
17.25
27.96
22.3
28.56
20.38
18.3
17.75
39.05
19.3
15.95
10.0
24.35
11.3
16.56
11.88
23.15
19.3
22.85
8.8
24.96
17.25
19.2
16.55
23.14
21.35
12.74
19.3
15.36
12.36
12.3
23.8
17.25
27.96
27.8
17.02
12.3
24.0
57.66
32.25
7.25
13.8
14.75
21.36
9.3
20.8
11.3
14.63
21.63
16.6
17.16
12.8
18.55
24.35
13.8
24.96
18.05
9.8
27.96
12.96
15.1
9.35
14.3
22.56
8.8
16.8
6.8
27.96
11.76
12.88
38.5
11.16
20.3
13.56
34.56
17.29
16.8
11.16
13.8
21.3
7.3
6.8
10.32
24.3
11.63
20.3
7.8
25.56
16.56
37.3
17.76
20.76
7.3
19.8
23.3
11.88
9.96
9.96
12.96
45.37
10.3
8.3
11.16
27.8
21.35
18.3
8.8
14.15
19.55
14.1
9.8
9.3
7.8
13.39
11.62
15.38
21.96
50.21
10.56
24.75
21.96
22.88
24.8
15.36
17.93
32.15
20.76
16.63
21.3
21.8
12.3
16.3
28.3
33.8
39.96
12.8
16.56
10.79
18.8
18.36
13.3
12.96
10.8
29.76
58.5
75.72
12.35
18.3
9.8
23.76
69.3
13.9
20.75
14.1
9.95
21.3
14.16
11.8
10.8
12.3
13.0
24.35
13.55
12.96
40.05
26.15
25.8
26.16
9.3
15.3
15.3
16.56
15.36
13.3
20.8
9.3
15.35
26.15
29.76
23.76
15.87
12.96
10.12
21.35
17.75
18.59
14.76
62.55
25.55
22.8
13.3
17.16
23.8
17.8
17.3
26.75
17.94
9.8
10.12
