5.492385625839233398e-01,4.609060287475585938e-01,5.490570664405822754e-01,7.162287831306457520e-02,2.466441094875335693e-01,7.481025904417037964e-02,2.206653207540512085e-01,9.978508204221725464e-02,2.202372103929519653e-01,1.624956727027893066e-01,3.077041804790496826e-01,2.746901512145996094e-01,1.050216183066368103e-01,7.662978172302246094e-01,1.991778314113616943e-01,1.396836638450622559e-01,6.091870740056037903e-02,4.203601777553558350e-01,1.724468916654586792e-01,4.899313673377037048e-02,2.291209846735000610e-01,3.099079728126525879e-01,3.213347792625427246e-01,8.515822291374206543e-01,4.945105612277984619e-01,3.006445765495300293e-01,2.623794674873352051e-01,1.911507546901702881e-01,1.887647360563278198e-01,2.272652089595794678e-01,3.391045033931732178e-01,4.010986089706420898e-01
2.197356820106506348e-01,2.925961315631866455e-01,2.073450535535812378e-01,4.842440783977508545e-01,2.927979528903961182e-01,3.997288942337036133e-01,3.350550830364227295e-01,4.785798788070678711e-01,2.785317599773406982e-01,2.969617545604705811e-01,3.111097812652587891e-01,2.346860021352767944e-01,4.973846971988677979e-01,1.968554258346557617e-01,2.990441620349884033e-01,3.853592872619628906e-01,4.809431135654449463e-01,3.344188332557678223e-01,3.516951799392700195e-01,5.469384789466857910e-01,4.153591990470886230e-01,2.622697055339813232e-01,1.756314635276794434e-01,2.752412557601928711e-01,2.648768723011016846e-01,2.371592819690704346e-01,2.938229441642761230e-01,3.809294998645782471e-01,3.290912210941314697e-01,3.130179047584533691e-01,2.076795250177383423e-01,2.433806359767913818e-01
-6.257686764001846313e-02,-8.131588995456695557e-02,-4.402809962630271912e-02,1.274528801441192627e-01,7.773531228303909302e-02,1.336200386285781860e-01,6.535026431083679199e-02,1.234522163867950439e-01,5.878634378314018250e-02,1.308273673057556152e-01,-7.183165848255157471e-02,5.871820822358131409e-02,1.335296481847763062e-01,-1.807598471641540527e-01,1.132518351078033447e-01,7.655761390924453735e-02,1.975123733282089233e-01,-1.305395215749740601e-01,1.246480420231819153e-01,1.339889466762542725e-01,-6.309204548597335815e-02,-2.960712416097521782e-03,-7.476339116692543030e-03,-8.905918337404727936e-03,-1.188251376152038574e-01,3.127508237957954407e-02,3.491986542940139771e-02,-4.483580961823463440e-02,3.069692477583885193e-02,5.375848710536956787e-02,1.107875723391771317e-02,-9.875973314046859741e-02
-1.675707101821899414e-01,-1.401675343513488770e-01,-2.287496328353881836e-01,-6.971009373664855957e-01,-5.355946421623229980e-01,-3.935794234275817871e-01,-2.353721261024475098e-01,-5.887019634246826172e-01,-2.736734151840209961e-01,-3.846820294857025146e-01,-3.048839271068572998e-01,-3.311366140842437744e-01,-7.032347321510314941e-01,-3.756620362401008606e-02,-3.499963283538818359e-01,-5.377238392829895020e-01,-6.657564043998718262e-01,-1.459215879440307617e-01,-4.569299519062042236e-01,-4.461659491062164307e-01,-2.759009301662445068e-01,-4.718139767646789551e-01,-5.066633224487304688e-01,3.279501572251319885e-02,-5.093055590987205505e-02,-4.657764136791229248e-01,-5.284836888313293457e-01,-1.572996973991394043e-01,-3.789716064929962158e-01,-4.117508828639984131e-01,-1.463522315025329590e-01,-3.514230847358703613e-01
-1.344345808029174805e-01,-1.362368166446685791e-01,8.044400811195373535e-02,-4.972457885742187500e-01,-4.402309656143188477e-01,-4.343610405921936035e-01,-3.684298098087310791e-01,-6.667293310165405273e-01,-3.270634412765502930e-01,-6.579042077064514160e-01,-7.845735549926757812e-02,-2.566710412502288818e-01,-4.836850464344024658e-01,-1.476309001445770264e-01,-5.345942974090576172e-01,-4.501403570175170898e-01,-6.230850815773010254e-01,-3.372194170951843262e-01,-3.949184715747833252e-01,-5.584324598312377930e-01,-2.791943252086639404e-01,-3.001407980918884277e-01,-3.336765468120574951e-01,4.753836989402770996e-02,-2.652579843997955322e-01,-5.375654697418212891e-01,-3.719955086708068848e-01,-1.346327960491180420e-01,-4.537687003612518311e-01,-2.785851657390594482e-01,-2.259884178638458252e-01,-2.240578979253768921e-01
1.242632120847702026e-01,-4.093546792864799500e-02,-1.595295369625091553e-01,-1.693487912416458130e-01,1.979432627558708191e-02,2.148087508976459503e-02,-9.875556081533432007e-02,-9.680717438459396362e-02,-3.826618194580078125e-02,2.510174177587032318e-02,4.320430010557174683e-02,-8.625943213701248169e-02,1.430925130844116211e-01,-8.291111886501312256e-02,7.336351275444030762e-02,1.655854284763336182e-01,6.410016119480133057e-02,8.350840955972671509e-02,1.371486037969589233e-01,-1.517284661531448364e-01,-1.036155372858047485e-01,-1.289791017770767212e-01,1.973510533571243286e-01,2.014998346567153931e-02,-4.338559508323669434e-02,-1.146808862686157227e-01,-1.133378371596336365e-01,4.225452616810798645e-02,1.432807892560958862e-01,-6.275148689746856689e-02,-5.311200022697448730e-02,-1.259373873472213745e-01
2.917933650314807892e-02,-2.154995314776897430e-02,1.216804087162017822e-01,-1.538617908954620361e-01,3.808034956455230713e-02,1.224663108587265015e-01,1.022102758288383484e-01,4.431828483939170837e-02,8.731762319803237915e-02,-1.315005570650100708e-01,-2.912551350891590118e-02,-9.117536246776580811e-02,5.074166506528854370e-02,-1.272204220294952393e-01,-8.614744991064071655e-02,3.323584049940109253e-02,3.713737428188323975e-02,-1.525176763534545898e-01,9.285768121480941772e-02,6.115828081965446472e-02,5.115373525768518448e-03,-2.098919749259948730e-01,-1.330597847700119019e-01,1.577843576669692993e-01,1.194102466106414795e-01,-4.850631579756736755e-02,-5.307074263691902161e-02,-9.481787681579589844e-03,-6.898922473192214966e-02,-1.885541081428527832e-01,-1.603983044624328613e-01,2.162733860313892365e-02
1.607099771499633789e-01,-4.706466104835271835e-03,-1.014508754014968872e-01,1.575864292681217194e-02,-9.773910045623779297e-02,7.832812517881393433e-02,-1.554827690124511719e-01,-1.083439812064170837e-01,-4.411440342664718628e-02,1.294596195220947266e-01,1.240457668900489807e-01,9.734745137393474579e-03,-8.569338172674179077e-02,1.772442758083343506e-01,-1.820751875638961792e-01,-1.834449321031570435e-01,-1.335050761699676514e-01,-1.257795542478561401e-01,1.070667430758476257e-02,-1.246903464198112488e-01,3.019136749207973480e-02,2.756195887923240662e-02,1.615668982267379761e-01,1.657434999942779541e-01,1.179012656211853027e-01,1.677405536174774170e-01,5.448583886027336121e-02,1.089519411325454712e-01,-3.647645935416221619e-02,-1.702813506126403809e-01,8.427240699529647827e-02,1.325903926044702530e-02
-4.452307522296905518e-02,1.385284066200256348e-01,3.285506740212440491e-02,-5.021773651242256165e-02,-1.812430471181869507e-02,5.033589154481887817e-02,-1.179506406188011169e-01,7.473330199718475342e-02,-1.059921309351921082e-01,4.867326468229293823e-02,-2.056480757892131805e-02,5.414428561925888062e-02,-3.166958689689636230e-02,1.152075976133346558e-01,5.749804526567459106e-02,-4.123668372631072998e-02,1.026417911052703857e-01,6.998211890459060669e-02,4.292421415448188782e-02,-2.741562016308307648e-02,1.738966256380081177e-01,-5.928450450301170349e-02,-6.800018250942230225e-02,-1.256856620311737061e-01,-1.518029868602752686e-01,8.342917263507843018e-02,-5.383410677313804626e-02,1.364673022180795670e-02,1.800073534250259399e-01,-1.133114993572235107e-01,-1.449188916012644768e-03,9.541852027177810669e-02
-2.745587378740310669e-02,-7.587663829326629639e-02,-2.455244809389114380e-01,-1.338125020265579224e-01,-1.194576732814311981e-02,-3.538907170295715332e-01,2.134961076080799103e-02,-9.955542534589767456e-02,5.485966801643371582e-02,-2.924296259880065918e-01,-2.272651642560958862e-01,-3.452061489224433899e-02,-8.970264345407485962e-02,6.232992932200431824e-02,-2.993777990341186523e-01,-3.339663147926330566e-01,-2.732614874839782715e-01,1.041695401072502136e-01,-1.579000800848007202e-01,1.597994565963745117e-02,-2.613824047148227692e-02,-1.269236654043197632e-01,-2.934891283512115479e-01,8.430221676826477051e-02,1.860613934695720673e-02,-2.180696576833724976e-01,-2.714839577674865723e-01,-7.502476219087839127e-03,-1.441200375556945801e-01,-1.925748139619827271e-01,-1.687844991683959961e-01,-5.124675109982490540e-02
